dialogue_id,intra_dialogue_id,target,question,answer,candidates,probability
76,3,rhubarb,Is the item you have a bird?,No.,"['rhubarb', 'whip']",0.5
76,4,rhubarb,Is the item you have a plant?,Yes.,"['rhubarb', 'peach', 'apple', 'plum']",0.25
76,5,rhubarb,Is the item you have a perennial plant?,Yes.,"['rhubarb', 'plum']",0.5
76,6,rhubarb,Is the item you have used for culinary purposes?,Yes.,"['rhubarb', 'apple']",0.5
76,7,rhubarb,Is the item you have commonly used as a vegetable?,Yes.,['rhubarb'],1.0
76,8,rhubarb,Is the item you have rhubarb?,Yes! That's correct.,['rhubarb'],1.0
77,0,tomato,Is your item edible?,Yes.,"['honeydew', 'tomato', 'grape', 'rhubarb']",0.25
77,1,tomato,Is your item a fruit?,Yes.,"['honeydew', 'tomato', 'grape']",0.3333333333333333
77,2,tomato,Is your item typically red or orange in color when ripe?,Yes.,"['tomato', 'grape']",0.5
77,3,tomato,Is your item a tomato?,Yes! That's correct.,['tomato'],1.0
78,0,missile,Is your item a type of food?,No.,"['catapult', 'bazooka', 'missile', 'slingshot']",0.25
78,1,missile,Is your item a weapon?,Yes.,"['onions', 'pickle', 'beans', 'olive', 'catapult', 'bazooka', 'missile', 'slingshot.']",0.125
78,2,missile,Is your item a projectile weapon?,Yes.,"['catapult', 'bazooka', 'missile', 'slingshot']",0.25
78,3,missile,Is your item a long-range projectile weapon?,Yes.,"['bazooka', 'missile']",0.5
78,4,missile,Is your item a missile?,Yes! That's correct.,['missile'],1.0
79,0,rocket,Is your item a fruit or vegetable?,No.,"['rocket', 'pickle', 'cannon', 'crowbar', 'grenade.']",0.2
79,1,rocket,Is your item a man-made object?,Yes.,"['rocket', 'cannon', 'crowbar', 'grenade']",0.25
79,2,rocket,Is your item used for transportation?,Yes.,"['rocket', 'cannon', 'crowbar', 'grenade']",0.25
79,3,rocket,Is your item capable of flying?,Yes.,['rocket'],1.0
79,4,rocket,Is your item a rocket?,Yes! That's correct.,['rocket'],1.0
80,0,axe,Is the item you have in mind an object?,Yes.,"['catapult', 'cannon', 'corn', 'pickle', 'bazooka', 'cucumber', 'potato', 'axe.']",0.125
80,1,axe,Is the item you have in mind a weapon?,Yes.,"['catapult', 'cannon', 'bazooka', 'axe.']",0.25
80,2,axe,Is the item you have in mind a projectile weapon?,No.,"['catapult', 'cannon', 'bazooka', 'axe']",0.25
80,3,axe,Is the item you have in mind a melee weapon?,Yes.,['axe'],1.0
80,4,axe,Is the item you have in mind primarily used for cutting or chopping?,Yes.,['axe'],1.0
80,5,axe,Is the item you have in mind made of metal?,Yes.,['axe'],1.0
80,6,axe,Is the item you have in mind an axe?,Yes! That's correct.,['axe'],1.0
81,0,potato,Is your item an edible object?,Yes.,"['turnip', 'potato', 'mushroom', 'radish']",0.25
81,1,potato,Is your item a vegetable?,Yes.,"['turnip', 'potato', 'mushroom', 'radish.']",0.25
81,2,potato,Is your item commonly used in cooking?,Yes.,"['turnip', 'potato', 'mushroom', 'radish']",0.25
81,3,potato,Is your item a root vegetable?,Yes.,"['turnip', 'potato', 'radish']",0.3333333333333333
81,4,potato,Is your item a turnip?,No.,"['potato', 'radish']",0.5
81,5,potato,Is your item a radish?,No.,"['stone', 'potato', 'harpoon', 'grenade', 'mushroom', 'rifle']",0.16666666666666666
81,6,potato,Is your item a potato?,Yes! That's correct.,"['turnip', 'potato', 'radish\n\nFor the second question', 'since the item is a vegetable', 'we can eliminate the non-vegetable items from the candidates list. \n']",0.2
82,0,peas,Is the item a food?,Yes.,"['cabbage', 'peas', 'beans', 'cauliflower']",0.25
82,1,peas,Is the item a vegetable?,Yes.,"['cabbage', 'peas', 'beans', 'cauliflower']",0.25
82,2,peas,Is the item green when it is fresh?,Yes.,"['cabbage', 'peas', 'beans', 'cauliflower']",0.25
82,3,peas,Is the item round in shape?,No.,"['cabbage', 'peas', 'beans', 'cauliflower']",0.25
82,4,peas,Is the item a cabbage?,No.,"['peas', 'beans', 'cauliflower']",0.3333333333333333
82,5,peas,Is the item a cauliflower?,No.,"['peas', 'beans']",0.5
82,6,peas,Is the item a pea?,Yes! That's correct.,['peas'],1.0
83,0,mushroom,Is the item you have in mind a tool?,No.,"['mushroom', 'onions', 'broccoli', 'carrot']",0.25
83,1,mushroom,Is the item you have in mind edible?,Yes.,"['mushroom', 'onions', 'broccoli', 'carrot']",0.25
83,2,mushroom,Is the item you have in mind a vegetable?,No.,"['mushroom', 'onions']",0.5
83,3,mushroom,Is the item you have in mind a type of fungi?,Yes.,['mushroom'],1.0
83,4,mushroom,Is the item you have in mind commonly used in cooking?,Yes.,['mushroom'],1.0
83,5,mushroom,Is the item you have in mind often used as a seasoning or flavor enhancer?,Yes.,['mushroom'],1.0
83,6,mushroom,Is the item you have in mind commonly referred to as a mushroom?,Yes! That's correct.,['mushroom'],1.0
84,0,lime,Is the item you have a type of fruit?,Yes.,"['grapefruit', 'banana', 'lime']",0.3333333333333333
84,1,lime,Is the item you have a type of citrus fruit?,Yes.,"['grapefruit', 'banana', 'lime']",0.3333333333333333
84,2,lime,Is the item you have yellow in color when it is ripe?,No.,"['grapefruit', 'lime']",0.5
84,3,lime,Is the item you have green in color when it is ripe?,Yes.,['zucchini'],1.0
84,4,lime,Is the item you have typically sour in taste?,Yes.,['None'],1.0
84,5,lime,"Based on your answers, the item you have is a lime.",Yes! That's correct. Well done!,['lime'],1.0
85,0,banana,Is the item a type of fruit?,Yes.,"['banana', 'tangerine', 'cranberry', 'peach']",0.25
85,1,banana,Is the item a small fruit?,No.,"['banana', 'cranberry', 'peach']",0.3333333333333333
85,2,banana,Is the item orange in color?,No.,"['banana', 'tangerine', 'cranberry', 'peach']",0.25
85,3,banana,Is the item a type of berry?,No.,"['banana', 'tangerine', 'cranberry', 'peach.']",0.25
85,4,banana,Is the item commonly eaten raw?,Yes.,"['banana', 'cranberry', 'peach']",0.3333333333333333
85,5,banana,Is the item typically yellow in color when ripe?,Yes.,"['banana', 'peach']",0.5
85,6,banana,Is the item a banana?,Yes! That's correct.,['banana'],1.0
86,0,coconut,Is the item you're thinking of a fruit?,Yes.,"['lemon', 'orange', 'raspberry', 'coconut']",0.25
86,1,coconut,Is the item you're thinking of citrus?,No.,"['lemon', 'orange']",0.5
86,2,coconut,Is the item you're thinking of red or purple in color?,No.,"['lemon', 'orange', 'raspberry', 'coconut', 'beets']",0.2
86,3,coconut,Is the item you're thinking of round in shape?,Yes.,"['lemon', 'orange', 'raspberry', 'coconut']",0.25
86,4,coconut,Is the item you're thinking of small in size?,No.,['coconut'],1.0
86,5,coconut,Is the item you're thinking of yellow in color?,Yes.,['lemon'],1.0
86,6,coconut,Is the item you're thinking of often used in cooking or baking?,Yes.,"['lemon', 'coconut']",0.5
86,7,coconut,Is the item you're thinking of a lemon?,No.,"['beets', 'beans', 'mushroom', 'coconut', 'raspberry', 'radish']",0.16666666666666666
86,8,coconut,Is the item you're thinking of a coconut?,Yes! That's correct.,['coconut'],1.0
87,0,carrot,Is the item a vegetable?,Yes.,"['zucchini', 'beans', 'lettuce', 'carrot']",0.25
87,1,carrot,Is the item green?,No.,"['zucchini', 'lettuce']",0.5
87,2,carrot,Is the item orange?,Yes.,['carrot'],1.0
87,3,carrot,Is the item round in shape?,No.,"['zucchini', 'beans', 'lettuce', 'carrot']",0.25
87,4,carrot,Is the item a carrot?,Yes! That's correct.,['carrot'],1.0
88,0,pickle,Is the item you have in mind a fruit?,No.,"['radish', 'beans', 'zucchini', 'pickle']",0.25
88,1,pickle,Is the item you have in mind a vegetable?,Yes.,"['radish', 'beans', 'zucchini', 'pickle.']",0.25
88,2,pickle,Is the item you have in mind a root vegetable?,No.,"['beans', 'zucchini', 'pickle', 'pineapple', 'peach']",0.2
88,3,pickle,Is the item you have in mind a leafy vegetable?,No.,"['radish', 'beans', 'zucchini', 'pickle']",0.14285714285714285
88,4,pickle,Is the item you have in mind a vegetable that grows on a vine?,No.,"['beans', 'zucchini', 'pickle', 'peach']",0.25
88,5,pickle,Is the item you have in mind a vegetable that grows above the ground?,Yes.,"['beans', 'zucchini', 'pickle']",0.3333333333333333
88,6,pickle,Is the item you have in mind green in color?,Yes.,"['beans', 'zucchini', 'pickle', 'pineapple']",0.25
88,7,pickle,Is the item you have in mind a zucchini?,No.,['beans'],1.0
88,8,pickle,Is the item you have in mind a pickle?,Yes! That's correct.,['pickle'],1.0
89,0,onions,Is the item you have in mind a vegetable?,Yes.,"['beans', 'onions', 'beets', 'pickle']",0.25
89,1,onions,Is the item you have in mind a root vegetable?,Yes.,"['onions', 'beets']",0.5
89,2,onions,Is the item you have in mind commonly used as a vegetable in cooking?,Yes.,"['beets', 'onions']",0.5
89,3,onions,Is the item you have in mind known for its strong odor when cooked?,Yes.,"['onions', 'beets']",0.5
89,4,onions,Is the item you have in mind onions?,Yes! That's correct.,['onions'],1.0
